Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-105627,08/03/2016,12/03/2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,10,0.2,123.192
CA-2016-105627,08/03/2016,12/03/2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,1,0,172.186
CA-2016-105627,08/03/2016,12/03/2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,10,0,102.588
CA-2016-107741,08/03/2016,10/03/2016,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,6,0.1,0.61344
CA-2016-160213,08/03/2016,13/03/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Long Beach,New York,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,2,0.2,3.1104
CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,57.5808
CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,8,0.2,18.1632
CA-2016-110345,09/03/2016,11/03/2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514,4.608,10,0.2,0.73728
US-2016-118906,10/03/2016,10/03/2016,Same Day,KB-16585,Ken Black,Corporate,United States,Clinton,Maryland,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,89.82,6,0.1,16.1676
CA-2016-146829,10/03/2016,10/03/2016,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,3,0.2,0.17792
CA-2016-128083,12/03/2016,17/03/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,7,0,1.7376
CA-2016-128083,12/03/2016,17/03/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0,6.176
CA-2016-128083,12/03/2016,17/03/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,9,0.1,1.15344
CA-2016-148705,12/03/2016,18/03/2016,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Charlotte,North Carolina,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,5.04,5,0.2,0.8064
CA-2016-114237,13/03/2016,15/03/2016,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,3,0.2,22.7136
US-2016-139675,13/03/2016,18/03/2016,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,2,0.2,52.4416
US-2016-139675,13/03/2016,18/03/2016,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,2,0.2,146.42176
CA-2016-163587,14/03/2016,18/03/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,3,0.1,2.9736
CA-2016-163587,14/03/2016,18/03/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,2,0.2,107.5104
CA-2016-167479,14/03/2016,19/03/2016,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Roseville,California,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,19.44,4,0.1,3.4992
CA-2016-155124,15/03/2016,21/03/2016,Standard Class,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,2,0.2,2.68416
CA-2016-112116,16/03/2016,18/03/2016,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,10,0.2,27.5136
US-2016-150231,16/03/2016,20/03/2016,Second Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,17.52,9,0,3.504
CA-2016-145352,16/03/2016,22/03/2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,2,0.1,0.4932
CA-2016-145352,16/03/2016,22/03/2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,9,0,1.668
CA-2016-144722,16/03/2016,23/03/2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,6,0.1,7.7634
CA-2016-134257,16/03/2016,19/03/2016,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,1,0.2,78.648
CA-2016-145352,16/03/2016,22/03/2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,4,0.2,1016.792
CA-2016-134257,16/03/2016,19/03/2016,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,South,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,7.38,1,0.1,1.3284
CA-2016-153906,16/03/2016,20/03/2016,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,6,0,17.18
CA-2016-145352,16/03/2016,22/03/2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,4,0.1,8.4132
CA-2016-110632,17/03/2016,22/03/2016,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,3,0.1,6.0876
CA-2016-110632,17/03/2016,22/03/2016,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,3,0.2,2.4032
CA-2016-132101,19/03/2016,25/03/2016,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,9,0,90.7152
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,6,0.1,37.746
CA-2016-143532,19/03/2016,24/03/2016,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.496,9,0,2.8992
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,5,0,8.028
CA-2016-149993,19/03/2016,20/03/2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,2,0.1,1.962
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,8,0,249.528
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,5,0.2,5.3376
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.2,2.3392
CA-2016-163104,19/03/2016,26/03/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,4,0.2,1.9136
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,9,0.2,2.81088
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,4,0,629.986
CA-2016-127607,20/03/2016,26/03/2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,4,0.2,3.01824
CA-2016-127607,20/03/2016,26/03/2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.1,0.45216
CA-2016-165813,20/03/2016,22/03/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Salem,Oregon,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,29.304,6,0.2,4.68864
CA-2016-106565,20/03/2016,23/03/2016,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,2,0.1,9.3312
CA-2016-120621,21/03/2016,26/03/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,7,0.1,173.1744
CA-2016-120621,21/03/2016,26/03/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,295.456,3,0.2,47.27296
CA-2016-120621,21/03/2016,26/03/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,South,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,0.2,2.05488
CA-2016-121552,22/03/2016,27/03/2016,Standard Class,FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,South,OFF-AR-10003217,Office Supplies,Art,Newell 316,19.56,5,0,3.912
CA-2016-117884,22/03/2016,22/03/2016,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,South,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.408,3,0.1,27.07344
CA-2016-117884,22/03/2016,22/03/2016,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,447.944,2,0.2,71.67104
CA-2016-157812,22/03/2016,26/03/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,10,0,2.8224
US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,9,0.2,16.8832
CA-2016-157812,22/03/2016,26/03/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,2,0.2,2.94272
US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.2,14.7136
US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,8,0.1,267.83568
CA-2016-157812,22/03/2016,26/03/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,9,0.2,20.73088
CA-2016-163440,22/03/2016,24/03/2016,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,7,0,3.1968
US-2016-107944,23/03/2016,25/03/2016,First Class,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72,3,0.2,30.8352
US-2016-107944,23/03/2016,25/03/2016,First Class,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,9,0.2,38.3952
CA-2016-130218,23/03/2016,26/03/2016,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,3,0,5.584
CA-2016-138219,23/03/2016,30/03/2016,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,5,0,6.672
US-2016-125374,23/03/2016,29/03/2016,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,9,0.1,19.39896
CA-2016-130218,23/03/2016,26/03/2016,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,3,0.1,5.6808
CA-2016-118423,24/03/2016,27/03/2016,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,7,0.1,64.63044
CA-2016-145457,24/03/2016,27/03/2016,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Covington,Washington,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.9,1,0.1,8.442
US-2016-112508,24/03/2016,30/03/2016,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,4,0,1.3984
CA-2016-103793,26/03/2016,31/03/2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,4,0.2,11.89632
CA-2016-167374,26/03/2016,30/03/2016,Second Class,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,7,0.2,6.40512
CA-2016-167374,26/03/2016,30/03/2016,Second Class,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.776,8,0.2,2.68416
CA-2016-132948,27/03/2016,03/04/2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,1,0.1,15.066
CA-2016-133536,28/03/2016,30/03/2016,Second Class,JH-15820,John Huston,Consumer,United States,New York City,New York,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,5,0,4.584
CA-2016-131534,28/03/2016,02/04/2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,7,0,33.248
CA-2016-131534,28/03/2016,02/04/2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,4,0,6.68
CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,4,0.2,0.83712
CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,4,0.1,2.79936
CA-2016-121272,29/03/2016,04/04/2016,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Seattle,Washington,West,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,6,0,14.656
CA-2016-150749,29/03/2016,03/04/2016,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,7,0.1,1.0008
CA-2016-105361,29/03/2016,04/04/2016,Standard Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,2,0,3.528
US-2016-103996,29/03/2016,31/03/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,West,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,5,0.1,3.5856
CA-2016-153549,29/03/2016,31/03/2016,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,4,0,233.384
US-2016-103996,29/03/2016,31/03/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,3,0.1,38.2752
US-2016-103996,29/03/2016,31/03/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,7,0,1.974
US-2016-103996,29/03/2016,31/03/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,6,0,10.65
CA-2016-121405,30/03/2016,04/04/2016,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,7,0.1,4.2336
CA-2016-121405,30/03/2016,04/04/2016,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.1,32.5728
CA-2016-104871,30/03/2016,03/04/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,6,0.2,58.67904
CA-2016-137106,31/03/2016,04/04/2016,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.1,14.3928
CA-2016-128125,31/03/2016,05/04/2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,22.38,7,0,4.476
CA-2016-128125,31/03/2016,05/04/2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",98.376,2,0,19.6752
US-2016-159513,02/04/2016,09/04/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,5,0.1,12.95568
CA-2016-136378,02/04/2016,07/04/2016,Standard Class,CS-11845,Cari Sayre,Corporate,United States,Houston,Texas,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,6,0.2,1.46496
US-2016-122140,02/04/2016,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,6,0.1,8.63568
US-2016-122140,02/04/2016,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,5,0,10.024
US-2016-122140,02/04/2016,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,10,0,6.4384
US-2016-142811,02/04/2016,07/04/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Mesa,Arizona,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,7,0.2,14.048
CA-2016-112452,04/04/2016,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,10,0.1,1.0512
CA-2016-112452,04/04/2016,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,8,0,2.552
CA-2016-110667,04/04/2016,08/04/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,7,0,1.8176
CA-2016-112452,04/04/2016,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,5,0,119.996
CA-2016-110667,04/04/2016,08/04/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,1,0.1,14.82192
CA-2016-110667,04/04/2016,08/04/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5,0.1,19.512
CA-2016-112452,04/04/2016,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,10,0.2,103.05216
CA-2016-112452,04/04/2016,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,2,0,2.19
CA-2016-110667,04/04/2016,08/04/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,5,0,2.232
CA-2016-167010,05/04/2016,10/04/2016,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,5,0.2,1.66848
CA-2016-102855,05/04/2016,06/04/2016,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Spokane,Washington,West,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,23.84,2,0,4.768
CA-2016-102855,05/04/2016,06/04/2016,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Spokane,Washington,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,5,0.2,38.3904
US-2016-136476,05/04/2016,10/04/2016,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,4,0.2,25.24704
CA-2016-161452,05/04/2016,11/04/2016,Standard Class,CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,1,0,178.4448
CA-2016-167010,05/04/2016,10/04/2016,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,3,0.1,101.48544
CA-2016-167010,05/04/2016,10/04/2016,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,1,0.1,17.66016
CA-2016-119942,05/04/2016,07/04/2016,First Class,TT-21070,Ted Trevino,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904,5,0.1,4.30272
