Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1787,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,0,52.792
1788,CA-2015-148950,14/12/2015,19/12/2015,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,1,0,0.5792
1789,CA-2015-145541,14/12/2015,21/12/2015,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,New York City,New York,East,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,3,0.2,1119.9936
1790,CA-2015-129938,15/12/2015,17/12/2015,Second Class,EB-13705,Ed Braxton,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",445.802,10,0,89.1604
1791,CA-2015-119466,15/12/2015,21/12/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,4,0.2,1.36704
1792,CA-2015-101602,15/12/2015,18/12/2015,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0,152.656
1793,CA-2015-101602,15/12/2015,18/12/2015,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,2,0.1,7.3224
1794,CA-2015-116673,15/12/2015,19/12/2015,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,8,0.1,1.1088
1795,CA-2015-124247,16/12/2015,21/12/2015,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,2,0,280.784
1796,CA-2015-136399,16/12/2015,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,9,0,125.4336
1797,CA-2015-136399,16/12/2015,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,2,0.2,63.2
1798,CA-2015-100706,16/12/2015,18/12/2015,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,9,0,19.996
1799,CA-2015-100706,16/12/2015,18/12/2015,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,29.46,7,0,5.892
1800,CA-2015-136399,16/12/2015,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,8,0,48.3136
1801,CA-2015-153913,16/12/2015,20/12/2015,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,South,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.984,2,0.1,0.35712
1802,CA-2015-108273,16/12/2015,21/12/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7,0.2,5.80608
1803,CA-2015-108273,16/12/2015,21/12/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,6,0.1,10.18224
1804,CA-2015-153913,16/12/2015,20/12/2015,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,4,0.2,162.21312
1805,CA-2015-112718,16/12/2015,21/12/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.167,7,0.1,0.21006
1806,CA-2015-151379,16/12/2015,20/12/2015,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,4,0,22.84
1807,CA-2015-136399,16/12/2015,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.1,8.0028
1808,CA-2015-139633,17/12/2015,24/12/2015,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,10,0.1,0.98712
1809,CA-2015-123925,17/12/2015,19/12/2015,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,7,0.2,6.408
1810,US-2015-150574,19/12/2015,25/12/2015,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812,8,0.2,0.76992
1811,CA-2015-162992,19/12/2015,21/12/2015,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,211.168,2,0.1,38.01024
1812,CA-2015-162992,19/12/2015,21/12/2015,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,West,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5,0.2,93.408
1813,CA-2015-162992,19/12/2015,21/12/2015,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,1,0.2,3.608
1814,CA-2015-162992,19/12/2015,21/12/2015,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,7,0.2,2.3392
1815,CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,8,0.2,24.4416
1816,CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,6,0.2,1.1632
1817,CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,5,0.1,327.5748
1818,US-2015-150574,19/12/2015,25/12/2015,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,6,0.2,39.648
1819,CA-2015-169446,19/12/2015,25/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",32.592,2,0,6.5184
1820,CA-2015-169446,19/12/2015,25/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,15.552,1,0.1,2.79936
1821,CA-2015-169446,19/12/2015,25/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.976,7,0.1,58.31568
1822,CA-2015-136567,20/12/2015,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,7,0.1,81.918
1823,CA-2015-160157,20/12/2015,27/12/2015,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,10,0.2,30.53568
1824,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,10,0,10.3936
1825,CA-2015-134551,20/12/2015,25/12/2015,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,2,0.2,4.1472
1826,CA-2015-134551,20/12/2015,25/12/2015,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,2,0.1,119.3184
1827,CA-2015-134551,20/12/2015,25/12/2015,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,1,0.1,7.83216
1828,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,10,0.1,12.95568
1829,CA-2015-140816,20/12/2015,20/12/2015,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,8,0.1,80.62992
1830,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.352,8,0.2,38.77632
1831,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,1,0,1.6896
1832,US-2015-109036,20/12/2015,25/12/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,8,0,6.21
1833,CA-2015-163412,20/12/2015,23/12/2015,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186,9,0.1,34.59348
1834,CA-2015-136567,20/12/2015,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,4,0,24.496
1835,CA-2015-136567,20/12/2015,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,1,0.1,404.0064
1836,CA-2015-136567,20/12/2015,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,1,0.1,11.2158
1837,CA-2015-120852,20/12/2015,25/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,3,0,13.088
1838,CA-2015-120852,20/12/2015,25/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,5,0.1,3.49776
1839,CA-2015-103100,20/12/2015,23/12/2015,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,5,0,0.738
1840,CA-2015-103100,20/12/2015,23/12/2015,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,9,0.1,198.7146
1841,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,10,0,97.5968
1842,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0.1,8.514
1843,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,2,0,44.384
1844,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,6,0.1,27.9216
1845,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,9,0.1,0.7434
1846,CA-2015-134621,21/12/2015,28/12/2015,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,1,0.1,3.2832
1847,CA-2015-109127,21/12/2015,25/12/2015,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,East,OFF-LA-10004409,Office Supplies,Labels,Avery 492,17.28,9,0,3.456
1848,CA-2015-154893,21/12/2015,27/12/2015,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,9,0.2,212.1216
1849,CA-2015-154893,21/12/2015,27/12/2015,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,9,0.1,102.9888
1850,CA-2015-133543,22/12/2015,26/12/2015,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76,5,0.1,2.1168
1851,CA-2015-146864,22/12/2015,26/12/2015,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,9,0,43.28
1852,CA-2015-101364,22/12/2015,26/12/2015,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',296.712,4,0.1,53.40816
1853,CA-2015-142510,22/12/2015,29/12/2015,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,124.032,2,0.1,22.32576
1854,CA-2015-142510,22/12/2015,29/12/2015,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,6,0.1,3.22272
1855,CA-2015-142510,22/12/2015,29/12/2015,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,132.16,4,0.1,23.7888
1856,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,South,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,424.272,6,0.2,67.88352
1857,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,3,0.2,13.4272
1858,CA-2015-114517,23/12/2015,27/12/2015,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,6,0.1,10.1736
1859,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,South,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",64.784,2,0.1,11.66112
1860,CA-2015-142314,23/12/2015,28/12/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,2,0.1,37.3032
1861,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,South,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,9,0.2,0.21504
1862,CA-2015-114517,23/12/2015,27/12/2015,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316,7,0.2,8.53056
1863,CA-2015-154158,23/12/2015,27/12/2015,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,South,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.528,3,0,9.1056
1864,CA-2015-126333,23/12/2015,28/12/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5.184,1,0,1.0368
1865,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,8,0.1,4.3182
1866,CA-2015-113166,24/12/2015,26/12/2015,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,6,0.1,1.72224
1867,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,7,0.2,3.2544
1868,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,9,0.1,11.313
1869,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,5,0.1,31.25808
1870,CA-2015-132913,24/12/2015,26/12/2015,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,West,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13.97,1,0.2,2.2352
1871,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,10,0.2,130.94016
1872,US-2015-167738,24/12/2015,29/12/2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,7,0.2,46.76352
1873,CA-2015-156314,24/12/2015,26/12/2015,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,4.8576
1874,US-2015-167738,24/12/2015,29/12/2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,3,0,28.572
1875,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,9,0.2,57.9136
1876,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,1,0.2,5.54496
1877,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,1,0.1,14.67936
1878,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,1,0.1,3.28752
1879,CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.1,41.46336
1880,CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,6,0,60.0832
1881,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,10,0.2,36.34176
1882,CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,3,0.2,12.576
1883,CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,8,0,5.5104
1884,CA-2015-168473,26/12/2015,01/01/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,10,0.2,30.7008
1885,CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,2,0.1,39.30336
1886,CA-2015-106264,26/12/2015,30/12/2015,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,9,0,0.696
1887,CA-2015-106264,26/12/2015,30/12/2015,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.2,1.9056
1888,US-2015-111171,26/12/2015,31/12/2015,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0,1.738
1889,US-2015-152030,26/12/2015,28/12/2015,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,10,0,120.1116
1890,CA-2015-101427,26/12/2015,30/12/2015,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,8,0.2,1.28256
1891,CA-2015-166961,27/12/2015,31/12/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,10.98,2,0.1,1.9764
1892,US-2015-106334,27/12/2015,02/01/2016,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,12.84,6,0.2,2.0544
1893,CA-2015-120243,27/12/2015,30/12/2015,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,5,0.2,1.8496
1894,CA-2015-165393,27/12/2015,30/12/2015,First Class,NC-18415,Nathan Cano,Consumer,United States,Fort Worth,Texas,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4.984,10,0.1,0.89712
1895,CA-2015-166961,27/12/2015,31/12/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,37.056,9,0.2,5.92896
1896,CA-2015-163447,27/12/2015,31/12/2015,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,5,0.2,122.75424
1897,CA-2015-153087,27/12/2015,03/01/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,498,2,0.2,79.68
1898,CA-2015-148383,27/12/2015,31/12/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,946.764,5,0,189.3528
1899,CA-2015-153087,27/12/2015,03/01/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,South,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,23.92,4,0,4.784
1900,CA-2015-166961,27/12/2015,31/12/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,7,0,10.29
